latitude,longitude,depth,d13C,dataset,datasetName,Core,coreflag,speciesflag,speciesName,depthtop,depthbottom,adjdepthmean,age_calkaBP,d18O,Author,FileName,AdditionalNotes,RetrievalNb, sitename,variabledescription,citation,References,datadoi,DataSource,Date,Cruise
18.66,113.64,1219,0.3,8,C10,GIK17944_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.26,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17944_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
18.88,116.53,3143,0.2,8,C10,GIK17935_2,0,1,"Cib spp, cib",0,NaN,NaN,NaN,2.45,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",3,S_site_GIK17935_2,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
18.95,117.55,917,0.32,8,C10,GIK17943_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,1.895,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",3,S_site_GIK17943_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
19,118.73,3761,0.12,8,C10,GIK17926_2,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.68,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",3,S_site_GIK17926_2,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
19.03,116.46,2665,0.26,8,C10,GIK17934_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.57,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",3,S_site_GIK17934_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
19.33,113.2,329,1.55,8,C10,GIK17942_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,1,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17942_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
19.37,-19.93,3314,0.41,8,C10,GIK12329_2,0,3,kullenbergi,0,NaN,NaN,NaN,2.545,"Ganssen, GM (1983)",104423.txt,NaN,1,S_site_GIK12329_2,"Cibicidoides kullenbergi, d13C [per mil PDB] (C. kullenbergi d13C) * PI: Ganssen, Gerald M (eMail: gerald.ganssen@falw.vu.nl) * METHOD: Mass spectrometer VG Micromass 602","Ganssen, GM (1983): Stable isotopes on recent foraminifera from surface sediments off northwest Africa. doi:10.1594/PANGAEA.104423,",NaN,"doi:10.1594/PANGAEA.104423,",PANGAEA,NaN,NaN
19.41,118.85,3438,1.84,8,C10,GIK17924_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,-2.17,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",3,S_site_GIK17924_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
19.53,116.23,1972,0.27,8,C10,GIK17933_2,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.63,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17933_2,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
19.79,117.54,2835,0.15,8,C10,GIK17938_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.565,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",3,S_site_GIK17938_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
19.85,119.05,2980,0.18,8,C10,GIK17925_2,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.51,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",3,S_site_GIK17925_2,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
19.95,116.04,1365,0.27,8,C10,GIK17932_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.38,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17932_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
19.97,117.46,2473,0.17,8,C10,GIK17939_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.46,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17939_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
20.1,115.96,1005,0.28,8,C10,GIK17931_1,0,1,"Cib spp, cib",0,NaN,NaN,NaN,2.07,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17931_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
20.1,115.96,1005,0.28,8,C10,GIK17931_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.07,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17931_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
20.12,117.38,1728,0.19,8,C10,GIK17940_1,0,1,"Cib spp, cib",0,NaN,NaN,NaN,2.52,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17940_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
20.33,115.78,629,0.62,8,C10,GIK17930_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,1.3,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17930_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
20.68,115.7,371,1.53,8,C10,GIK17929_1,0,1,"Cib spp, cib",0,NaN,NaN,NaN,1.23,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17929_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
21.15,-18.57,2778,0.82,8,C10,GIK12328_5,0,2,"Cib.w, wuellerstorfi, CW",0.034333,NaN,NaN,2.1267,2.8367,"Sarnthein, Michael (1994)",052049.txt,NaN,2,S_site_GIK12328_5_AR,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Sarnthein, Michael (eMail: ms@gpi.uni-kiel.de) * METHOD: Mass spectrometer Finnigan MAT 251","Sarnthein, Michael (1994): Stable isotope analysis on planktic foraminifera on sediment core GIK12328-4 and GIK12328-5. doi:10.1594/PANGAEA.52049","Sarnthein, Michael, Winn, Kyaw, Jung, Simon J A, Duplessy, Jean-Claude, Labeyrie, Laurent D, Erlenkeuser, Helmut, Ganssen, Gerald M (1994): Changes in east Atlantic deepwater circulation over the last 30,000 years: Eight time slice reconstructions. Paleoceanography, 9(2), 209-267, doi:10.1029/93PA03301",doi:10.1594/PANGAEA.52049,PANGAEA,NaN,NaN
21.52,118.48,2201,-0.14,8,C10,GIK17941_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.705,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17941_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252 * COMMENT: 0.5-1.0 mm diameter, 1 specimen","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
21.52,118.48,2201,-0.135,8,C10,GIK17941_1,0,1,"Cib spp, cib",0,NaN,NaN,NaN,2.705,"Cheng, X et al. (2005)",690656.txt,"Given are raw data, for adjustment values are given in Parameter comments. Adjustments of benthic isotope values to that of C. wuellerstorfi follow Shackleton et al. (1995 doi:10.2973/odp.proc.sr.138.117.1995) and Shackleton and Hall (1983 doi:10.2973/dsdp.proc.69.118.1983, 1990 doi:10.2973/odp.proc.sr.115.174.1990)",2,S_site_GIK17941_1,"Cibicidoides spp., d13C [per mil PDB] (Cibicidoides spp. d13C) * PI: Cheng, Xinrong * METHOD: Mass spectrometer Finnigan MAT 252","Cheng, X et al. (2005): (Appendix 1) Stable carbon and oxygen isotope ratios of benthic foraminifera in surface sediments of the South China Sea. doi:10.1594/PANGAEA.690656,",NaN,"doi:10.1594/PANGAEA.690656,",PANGAEA,NaN,NaN
22.99,-17.33,787,0.92,8,C10,GIK12325_4,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,1.71,"Ganssen, GM (1983)",104423.txt,NaN,2,S_site_GIK12325_4,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Ganssen, Gerald M (eMail: gerald.ganssen@falw.vu.nl) * METHOD: Mass spectrometer VG Micromass 602","Ganssen, GM (1983): Stable isotopes on recent foraminifera from surface sediments off northwest Africa. doi:10.1594/PANGAEA.104423,",NaN,"doi:10.1594/PANGAEA.104423,",PANGAEA,NaN,NaN
23.04,-17.41,1024,1.2,8,C10,GIK12326_2,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,1.87,"Ganssen, GM (1983)",104423.txt,NaN,2,S_site_GIK12326_2,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Ganssen, Gerald M (eMail: gerald.ganssen@falw.vu.nl) * METHOD: Mass spectrometer VG Micromass 602","Ganssen, GM (1983): Stable isotopes on recent foraminifera from surface sediments off northwest Africa. doi:10.1594/PANGAEA.104423,",NaN,"doi:10.1594/PANGAEA.104423,",PANGAEA,NaN,NaN
23.13,-17.74,2032,0.76,8,C10,GIK12327_2,0,3,kullenbergi,0,NaN,NaN,NaN,2.565,"Ganssen, GM (1983)",104423.txt,NaN,2,S_site_GIK12327_2,"Cibicidoides kullenbergi, d13C [per mil PDB] (C. kullenbergi d13C) * PI: Ganssen, Gerald M (eMail: gerald.ganssen@falw.vu.nl) * METHOD: Mass spectrometer VG Micromass 602","Ganssen, GM (1983): Stable isotopes on recent foraminifera from surface sediments off northwest Africa. doi:10.1594/PANGAEA.104423,",NaN,"doi:10.1594/PANGAEA.104423,",PANGAEA,NaN,NaN
23.13,-17.74,2032,0.76,8,C10,GIK12327_2,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.565,"Ganssen, GM (1983)",104423.txt,NaN,2,S_site_GIK12327_2,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Ganssen, Gerald M (eMail: gerald.ganssen@falw.vu.nl) * METHOD: Mass spectrometer VG Micromass 602","Ganssen, GM (1983): Stable isotopes on recent foraminifera from surface sediments off northwest Africa. doi:10.1594/PANGAEA.104423,",NaN,"doi:10.1594/PANGAEA.104423,",PANGAEA,NaN,NaN
23.5,-18.72,3075,0.72,8,C10,GIK12310_1,0,3,kullenbergi,0,NaN,NaN,NaN,2.67,"Ganssen, GM (1983)",104423.txt,NaN,2,S_site_GIK12310_1,"Cibicidoides kullenbergi, d13C [per mil PDB] (C. kullenbergi d13C) * PI: Ganssen, Gerald M (eMail: gerald.ganssen@falw.vu.nl) * METHOD: Mass spectrometer VG Micromass 602","Ganssen, GM (1983): Stable isotopes on recent foraminifera from surface sediments off northwest Africa. doi:10.1594/PANGAEA.104423,",NaN,"doi:10.1594/PANGAEA.104423,",PANGAEA,NaN,NaN
23.5,-18.72,3075,1.16,8,C10,GIK12310_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.67,"Ganssen, GM (1983)",104423.txt,NaN,2,S_site_GIK12310_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Ganssen, Gerald M (eMail: gerald.ganssen@falw.vu.nl) * METHOD: Mass spectrometer VG Micromass 602","Ganssen, GM (1983): Stable isotopes on recent foraminifera from surface sediments off northwest Africa. doi:10.1594/PANGAEA.104423,",NaN,"doi:10.1594/PANGAEA.104423,",PANGAEA,NaN,NaN
24.22,-83.3,751,0.90714,8,C10,KNR166_2_31JPC,0,1,"Cib spp, cib",0.0425,NaN,NaN,1.657,NaN,Rosemarie E. Came,knr31jpc-tab.txt,NaN,1,S_site_KNR166_2_31JPC,error,NaN,"Came, R.E., D.W. Oppo, W.B. Curry, and J. Lynch-Stieglitz. 2008. Deglacial variability     in the surface return flow of the Atlantic meridional overturning circulation.     Paleoceanography, 23, PA1217.   Slowey, N.C. and W.B. Curry. 1995. Glacial-interglacial differences in circulation     and carbon cycling within the upper western North-Atlantic.  Paleoceanography,     10, 715-732.------------------",NaN,NOAA,NaN,NaN
26.07,-78.03,1057,1.412,8,C10,OCE205_2_100GGC,0,1,"Cib spp, cib",0.078,NaN,NaN,0.7122,NaN,Rosemarie E. Came,100ggc-tab.txt,NaN,1,S_site_OCE205_2_100GGC,d13Ccibid     delta C13 PDB (Cibicidoides spp.),NaN,"Came, R.E., D.W. Oppo, W.B. Curry, and J. Lynch-Stieglitz. 2008. Deglacial variability     in the surface return flow of the Atlantic meridional overturning circulation.     Paleoceanography, 23, PA1217.   Slowey, N.C. and W.B. Curry. 1995. Glacial-interglacial differences in circulation     and carbon cycling within the upper western North-Atlantic.  Paleoceanography,     10, 715-732.------------------",NaN,NOAA,NaN,NaN
26.65,-15.05,2090,0.96,8,C10,GIK12308_2,0,3,kullenbergi,0,NaN,NaN,NaN,2.56,"Ganssen, GM (1983)",104423.txt,NaN,2,S_site_GIK12308_2,"Cibicidoides kullenbergi, d13C [per mil PDB] (C. kullenbergi d13C) * PI: Ganssen, Gerald M (eMail: gerald.ganssen@falw.vu.nl) * METHOD: Mass spectrometer VG Micromass 602","Ganssen, GM (1983): Stable isotopes on recent foraminifera from surface sediments off northwest Africa. doi:10.1594/PANGAEA.104423,",NaN,"doi:10.1594/PANGAEA.104423,",PANGAEA,NaN,NaN
26.65,-15.05,2090,1.15,8,C10,GIK12308_2,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.41,"Ganssen, GM (1983)",104423.txt,NaN,2,S_site_GIK12308_2,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Ganssen, Gerald M (eMail: gerald.ganssen@falw.vu.nl) * METHOD: Mass spectrometer VG Micromass 602","Ganssen, GM (1983): Stable isotopes on recent foraminifera from surface sediments off northwest Africa. doi:10.1594/PANGAEA.104423,",NaN,"doi:10.1594/PANGAEA.104423,",PANGAEA,NaN,NaN
26.84,-15.11,2849,0.84,8,C10,GIK12309_1,0,3,kullenbergi,0,NaN,NaN,NaN,2.56,"Ganssen, GM (1983)",104423.txt,NaN,2,S_site_GIK12309_1,"Cibicidoides kullenbergi, d13C [per mil PDB] (C. kullenbergi d13C) * PI: Ganssen, Gerald M (eMail: gerald.ganssen@falw.vu.nl) * METHOD: Mass spectrometer VG Micromass 602","Ganssen, GM (1983): Stable isotopes on recent foraminifera from surface sediments off northwest Africa. doi:10.1594/PANGAEA.104423,",NaN,"doi:10.1594/PANGAEA.104423,",PANGAEA,NaN,NaN
26.84,-15.11,2849,1.14,8,C10,GIK12309_1,0,2,"Cib.w, wuellerstorfi, CW",0,NaN,NaN,NaN,2.56,"Ganssen, GM (1983)",104423.txt,NaN,2,S_site_GIK12309_1,"Cibicidoides wuellerstorfi, d13C [per mil PDB] (C. wuellerstorfi d13C) * PI: Ganssen, Gerald M (eMail: gerald.ganssen@falw.vu.nl) * METHOD: Mass spectrometer VG Micromass 602","Ganssen, GM (1983): Stable isotopes on recent foraminifera from surface sediments off northwest Africa. doi:10.1594/PANGAEA.104423,",NaN,"doi:10.1594/PANGAEA.104423,",PANGAEA,NaN,NaN
